Variable,Description,Label,min_value,max_value,additional_value
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",6507   SULTAN KUDARAT - Lutayan,6507.0,6507.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",6508   SULTAN KUDARAT - Lambayong (Mariano Marcos),6508.0,6508.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",6509   SULTAN KUDARAT - Palimbang,6509.0,6509.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",6510   SULTAN KUDARAT - President Quirino,6510.0,6510.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",6511   SULTAN KUDARAT - City of Tacurong,6511.0,6511.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",6512   SULTAN KUDARAT - Sen. Ninoy Aquino,6512.0,6512.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",6601   SULU - Indanan,6601.0,6601.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",6602   SULU - Jolo (Capital),6602.0,6602.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",6603   SULU - Kalingalan Caluang,6603.0,6603.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",6604   SULU - Luuk,6604.0,6604.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",6605   SULU - Maimbung,6605.0,6605.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",6606   SULU - Hadji Panglima Tahil (Marunggas),6606.0,6606.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",6607   SULU - Old Panamao,6607.0,6607.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",6608   SULU - Pangutaran,6608.0,6608.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",6609   SULU - Parang,6609.0,6609.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",6610   SULU - Pata,6610.0,6610.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",6611   SULU - Patikul,6611.0,6611.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",6612   SULU - Siasi,6612.0,6612.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",6613   SULU - Talipao,6613.0,6613.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",6614   SULU - Tapul,6614.0,6614.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",6615   SULU - Tongkil,6615.0,6615.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",6616   SULU - Panglima Estino (New Panamao),6616.0,6616.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",6617   SULU - Lugus,6617.0,6617.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",6618   SULU - Pandami,6618.0,6618.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",6619   SULU - Omar,6619.0,6619.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",6701   SURIGAO DEL NORTE - Alegria,6701.0,6701.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",6702   SURIGAO DEL NORTE - Bacuag,6702.0,6702.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",6704   SURIGAO DEL NORTE - Burgos,6704.0,6704.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",6706   SURIGAO DEL NORTE - Claver,6706.0,6706.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",6707   SURIGAO DEL NORTE - Dapa,6707.0,6707.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",6708   SURIGAO DEL NORTE - Del Carmen,6708.0,6708.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",6710   SURIGAO DEL NORTE - General Luna,6710.0,6710.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",6711   SURIGAO DEL NORTE - Gigaquit,6711.0,6711.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",6714   SURIGAO DEL NORTE - Mainit,6714.0,6714.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",6715   SURIGAO DEL NORTE - Malimono,6715.0,6715.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",6716   SURIGAO DEL NORTE - Pilar,6716.0,6716.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",6717   SURIGAO DEL NORTE - Placer,6717.0,6717.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",6718   SURIGAO DEL NORTE - San Benito,6718.0,6718.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",6719   SURIGAO DEL NORTE - San Francisco (Anao-aon),6719.0,6719.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",6720   SURIGAO DEL NORTE - San Isidro,6720.0,6720.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",6721   SURIGAO DEL NORTE - Santa Monica (Sapao),6721.0,6721.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",6722   SURIGAO DEL NORTE - Sison,6722.0,6722.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",6723   SURIGAO DEL NORTE - Socorro,6723.0,6723.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",6724   SURIGAO DEL NORTE - City of Surigao (Capital),6724.0,6724.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",6725   SURIGAO DEL NORTE - Tagana-An,6725.0,6725.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",6727   SURIGAO DEL NORTE - Tubod,6727.0,6727.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",6801   SURIGAO DEL SUR - Barobo,6801.0,6801.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",6802   SURIGAO DEL SUR - Bayabas,6802.0,6802.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",6803   SURIGAO DEL SUR - City of Bislig,6803.0,6803.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",6804   SURIGAO DEL SUR - Cagwait,6804.0,6804.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",6805   SURIGAO DEL SUR - Cantilan,6805.0,6805.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",6806   SURIGAO DEL SUR - Carmen,6806.0,6806.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",6807   SURIGAO DEL SUR - Carrascal,6807.0,6807.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",6808   SURIGAO DEL SUR - Cortes,6808.0,6808.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",6809   SURIGAO DEL SUR - Hinatuan,6809.0,6809.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",6810   SURIGAO DEL SUR - Lanuza,6810.0,6810.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",6811   SURIGAO DEL SUR - Lianga,6811.0,6811.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",6812   SURIGAO DEL SUR - Lingig,6812.0,6812.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",6813   SURIGAO DEL SUR - Madrid,6813.0,6813.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",6814   SURIGAO DEL SUR - Marihatag,6814.0,6814.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",6815   SURIGAO DEL SUR - San Agustin,6815.0,6815.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",6816   SURIGAO DEL SUR - San Miguel,6816.0,6816.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",6817   SURIGAO DEL SUR - Tagbina,6817.0,6817.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",6818   SURIGAO DEL SUR - Tago,6818.0,6818.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",6819   SURIGAO DEL SUR - City of Tandag (Capital),6819.0,6819.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",6901   TARLAC - Anao,6901.0,6901.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",6902   TARLAC - Bamban,6902.0,6902.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",6903   TARLAC - Camiling,6903.0,6903.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",6904   TARLAC - Capas,6904.0,6904.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",6905   TARLAC - Concepcion,6905.0,6905.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",6906   TARLAC - Gerona,6906.0,6906.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",6907   TARLAC - La Paz,6907.0,6907.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",6908   TARLAC - Mayantoc,6908.0,6908.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",6909   TARLAC - Moncada,6909.0,6909.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",6910   TARLAC - Paniqui,6910.0,6910.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",6911   TARLAC - Pura,6911.0,6911.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",6912   TARLAC - Ramos,6912.0,6912.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",6913   TARLAC - San Clemente,6913.0,6913.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",6914   TARLAC - San Manuel,6914.0,6914.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",6915   TARLAC - Santa Ignacia,6915.0,6915.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",6916   TARLAC - City of Tarlac (Capital),6916.0,6916.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",6917   TARLAC - Victoria,6917.0,6917.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",6918   TARLAC - San Jose,6918.0,6918.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",7001   TAWI-TAWI - Panglima Sugala (Balimbing),7001.0,7001.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",7002   TAWI-TAWI - Bongao (Capital),7002.0,7002.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",7003   TAWI-TAWI - Mapun (Cagayan de Tawi-Tawi),7003.0,7003.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",7004   TAWI-TAWI - Simunul,7004.0,7004.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",7005   TAWI-TAWI - Sitangkai,7005.0,7005.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",7006   TAWI-TAWI - South Ubian,7006.0,7006.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",7007   TAWI-TAWI - Tandubas,7007.0,7007.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",7008   TAWI-TAWI - Turtle Islands,7008.0,7008.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",7009   TAWI-TAWI - Languyan,7009.0,7009.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",7010   TAWI-TAWI - Sapa-Sapa,7010.0,7010.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",7011   TAWI-TAWI - Sibutu,7011.0,7011.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",7101   ZAMBALES - Botolan,7101.0,7101.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",7102   ZAMBALES - Cabangan,7102.0,7102.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",7103   ZAMBALES - Candelaria,7103.0,7103.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",7104   ZAMBALES - Castillejos,7104.0,7104.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",7105   ZAMBALES - Iba (Capital),7105.0,7105.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",7106   ZAMBALES - Masinloc,7106.0,7106.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",7107   ZAMBALES - City of Olongapo,7107.0,7107.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",7108   ZAMBALES - Palauig,7108.0,7108.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",7109   ZAMBALES - San Antonio,7109.0,7109.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",7110   ZAMBALES - San Felipe,7110.0,7110.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",7111   ZAMBALES - San Marcelino,7111.0,7111.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",7112   ZAMBALES - San Narciso,7112.0,7112.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",7113   ZAMBALES - Santa Cruz,7113.0,7113.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",7114   ZAMBALES - Subic,7114.0,7114.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",7201   ZAMBOANGA DEL NORTE - City of Dapitan,7201.0,7201.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",7202   ZAMBOANGA DEL NORTE - City of Dipolog (Capital),7202.0,7202.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",7203   ZAMBOANGA DEL NORTE - Katipunan,7203.0,7203.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",7204   ZAMBOANGA DEL NORTE - La Libertad,7204.0,7204.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",7205   ZAMBOANGA DEL NORTE - Labason,7205.0,7205.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",7206   ZAMBOANGA DEL NORTE - Liloy,7206.0,7206.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",7207   ZAMBOANGA DEL NORTE - Manukan,7207.0,7207.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",7208   ZAMBOANGA DEL NORTE - Mutia,7208.0,7208.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",7209   ZAMBOANGA DEL NORTE - Piñan (New Piñan),7209.0,7209.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",7210   ZAMBOANGA DEL NORTE - Polanco,7210.0,7210.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",7211   ZAMBOANGA DEL NORTE - Pres. Manuel A. Roxas,7211.0,7211.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",7212   ZAMBOANGA DEL NORTE - Rizal,7212.0,7212.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",7213   ZAMBOANGA DEL NORTE - Salug,7213.0,7213.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",7214   ZAMBOANGA DEL NORTE - Sergio Osmeña Sr.,7214.0,7214.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",7215   ZAMBOANGA DEL NORTE - Siayan,7215.0,7215.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",7216   ZAMBOANGA DEL NORTE - Sibuco,7216.0,7216.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",7217   ZAMBOANGA DEL NORTE - Sibutad,7217.0,7217.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",7218   ZAMBOANGA DEL NORTE - Sindangan,7218.0,7218.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",7219   ZAMBOANGA DEL NORTE - Siocon,7219.0,7219.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",7220   ZAMBOANGA DEL NORTE - Sirawai,7220.0,7220.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",7221   ZAMBOANGA DEL NORTE - Tampilisan,7221.0,7221.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",7222   ZAMBOANGA DEL NORTE - Jose Dalman (Ponot),7222.0,7222.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",7223   ZAMBOANGA DEL NORTE - Gutalac,7223.0,7223.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",7224   ZAMBOANGA DEL NORTE - Baliguian,7224.0,7224.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",7225   ZAMBOANGA DEL NORTE - Godod,7225.0,7225.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",7226   ZAMBOANGA DEL NORTE - Bacungan (Leon T. Postigo),7226.0,7226.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",7227   ZAMBOANGA DEL NORTE - Kalawit,7227.0,7227.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",7302   ZAMBOANGA DEL SUR - Aurora,7302.0,7302.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",7303   ZAMBOANGA DEL SUR - Bayog,7303.0,7303.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",7305   ZAMBOANGA DEL SUR - Dimataling,7305.0,7305.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",7306   ZAMBOANGA DEL SUR - Dinas,7306.0,7306.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",7307   ZAMBOANGA DEL SUR - Dumalinao,7307.0,7307.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",7308   ZAMBOANGA DEL SUR - Dumingag,7308.0,7308.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",7311   ZAMBOANGA DEL SUR - Kumalarang,7311.0,7311.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",7312   ZAMBOANGA DEL SUR - Labangan,7312.0,7312.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",7313   ZAMBOANGA DEL SUR - Lapuyan,7313.0,7313.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",7315   ZAMBOANGA DEL SUR - Mahayag,7315.0,7315.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",7317   ZAMBOANGA DEL SUR - Margosatubig,7317.0,7317.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",7318   ZAMBOANGA DEL SUR - Midsalip,7318.0,7318.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",7319   ZAMBOANGA DEL SUR - Molave,7319.0,7319.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",7322   ZAMBOANGA DEL SUR - City of Pagadian (Capital),7322.0,7322.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",7323   ZAMBOANGA DEL SUR - Ramon Magsaysay (Liargo),7323.0,7323.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",7324   ZAMBOANGA DEL SUR - San Miguel,7324.0,7324.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",7325   ZAMBOANGA DEL SUR - San Pablo,7325.0,7325.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",7327   ZAMBOANGA DEL SUR - Tabina,7327.0,7327.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",7328   ZAMBOANGA DEL SUR - Tambulig,7328.0,7328.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",7330   ZAMBOANGA DEL SUR - Tukuran,7330.0,7330.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",7332   ZAMBOANGA DEL SUR - City of Zamboanga,7332.0,7332.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",7333   ZAMBOANGA DEL SUR - Lakewood,7333.0,7333.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",7337   ZAMBOANGA DEL SUR - Josefina,7337.0,7337.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",7338   ZAMBOANGA DEL SUR - Pitogo,7338.0,7338.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",7340   ZAMBOANGA DEL SUR - Sominot (Don Mariano Marcos),7340.0,7340.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",7341   ZAMBOANGA DEL SUR - Vincenzo A. Sagun,7341.0,7341.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",7343   ZAMBOANGA DEL SUR - Guipos,7343.0,7343.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",7344   ZAMBOANGA DEL SUR - Tigbao,7344.0,7344.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)","7401   NCR, Second District (Not a Province) - City of Mandaluyong",7401.0,7401.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)","7402   NCR, Second District (Not a Province) - City of Marikina",7402.0,7402.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)","7403   NCR, Second District (Not a Province) - City of Pasig",7403.0,7403.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)","7404   NCR, Second District (Not a Province) - Quezon City",7404.0,7404.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)","7405   NCR, Second District (Not a Province) - City of San Juan",7405.0,7405.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)","7501   NCR, Third District (Not a Province) - City of Caloocan",7501.0,7501.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)","7502   NCR, Third District (Not a Province) - City of Malabon",7502.0,7502.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)","7503   NCR, Third District (Not a Province) - City of Navotas",7503.0,7503.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)","7504   NCR, Third District (Not a Province) - City of Valenzuela",7504.0,7504.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)","7601   NCR, Fourth District (Not a Province) - City of Las Piñas",7601.0,7601.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)","7602   NCR, Fourth District (Not a Province) - City of Makati",7602.0,7602.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)","7603   NCR, Fourth District (Not a Province) - City of Muntinlupa",7603.0,7603.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)","7604   NCR, Fourth District (Not a Province) - City of Parañaque",7604.0,7604.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)","7605   NCR, Fourth District (Not a Province) - Pasay City",7605.0,7605.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)","7606   NCR, Fourth District (Not a Province) - Pateros",7606.0,7606.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)","7607   NCR, Fourth District (Not a Province) - City of Taguig",7607.0,7607.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",7701   AURORA - Baler (Capital),7701.0,7701.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",7702   AURORA - Casiguran,7702.0,7702.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",7703   AURORA - Dilasag,7703.0,7703.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",7704   AURORA - Dinalungan,7704.0,7704.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",7705   AURORA - Dingalan,7705.0,7705.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",7706   AURORA - Dipaculao,7706.0,7706.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",7707   AURORA - Maria Aurora,7707.0,7707.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",7708   AURORA - San Luis,7708.0,7708.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",7801   BILIRAN - Almeria,7801.0,7801.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",7802   BILIRAN - Biliran,7802.0,7802.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",7803   BILIRAN - Cabucgayan,7803.0,7803.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",7804   BILIRAN - Caibiran,7804.0,7804.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",7805   BILIRAN - Culaba,7805.0,7805.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",7806   BILIRAN - Kawayan,7806.0,7806.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",7807   BILIRAN - Maripipi,7807.0,7807.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",7808   BILIRAN - Naval (Capital),7808.0,7808.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",7901   GUIMARAS - Buenavista,7901.0,7901.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",7902   GUIMARAS - Jordan (Capital),7902.0,7902.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",7903   GUIMARAS - Nueva Valencia,7903.0,7903.0,
